,"Trans Date and
Time",Value Date,Transaction Details,"Ref/Cheque
No",Debit,Credit,Balance,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,"Trans Date and
Value Date
Time","Ref/Cheque
Debit
Credit
Balance
No",Unnamed: 6
8,22/06/21 17:14,22/06/21,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1173114994",,500.00,,"82,867.04Cr",,,,,,,,,
9,22/06/21 19:13,22/06/21,UPI/MOB/117319079377/UPI,,360.00,,"82,507.04Cr",,,,,,,,,
10,22/06/21 22:57,22/06/21,UPI/MOB/117322822213/UPI,,340.00,,"82,167.04Cr",,,,,,,,,
11,23/06/21 00:04,23/06/21,UPI/MOB/117460365053/UPI,,,"3,360.00","85,527.04Cr",,,,,,,,,
12,23/06/21 08:06,23/06/21,UPI/MOB/117408527453/UPI,,50.00,,"85,477.04Cr",,,,,,,,,
13,23/06/21 09:00,23/06/21,UPI/MOB/117409493570/UPI,,500.00,,"84,977.04Cr",,,,,,,,,
14,23/06/21 09:33,23/06/21,UPI/MOB/117409183055/UPI,,90.00,,"84,887.04Cr",,,,,,,,,
15,23/06/21 15:03,23/06/21,UPI/MOB/117415469580/UPI,,"1,000.00",,"83,887.04Cr",,,,,,,,,
16,23/06/21 15:18,23/06/21,POS-VISA/MEHFIL/117409084534,,634.00,,"83,253.04Cr",,,,,,,,,
17,23/06/21 16:01,23/06/21,"REF/POS-VISA/PETRO INDIA
FIL/359092/210621",,,3.75,"83,256.79Cr",,,,,,,,,
18,23/06/21 17:58,23/06/21,UPI/MOB/117417629880/UPI Transaction,,382.24,,"82,874.55Cr",,,,,,,,,
19,23/06/21 19:43,23/06/21,UPI/MOB/117419599260/UPI,,200.00,,"82,674.55Cr",,,,,,,,,
20,23/06/21 20:11,23/06/21,UPI/MOB/117420427713/UPI,,550.00,,"82,124.55Cr",,,,,,,,,
21,24/06/21 09:44,24/06/21,UPI/MOB/117509643278/UPI Transaction,,500.00,,"81,624.55Cr",,,,,,,,,
22,24/06/21 11:33,24/06/21,UPI/MOB/117511325652/UPI,,"3,000.00",,"78,624.55Cr",,,,,,,,,
23,24/06/21 16:09,24/06/21,UPI/MOB/117510103908/Upi Transaction,,500.00,,"78,124.55Cr",,,,,,,,,
24,25/06/21 10:01,25/06/21,UPI/MOB/117610771633/UPI,,500.00,,"77,624.55Cr",,,,,,,,,
0,25/06/21 12:15,25/06/21,UPI/MOB/117612996469/UPI,,"1,700.00",,"75,924.55Cr",,,,,,,,,
1,25/06/21 16:39,25/06/21,"REF/POS-VISA/CHANDEL
FILLING/566896/220621",,,3.75,"75,928.30Cr",,,,,,,,,
2,25/06/21 17:30,25/06/21,UPI/MOB/117617254983/UPI,,"1,814.00",,"74,114.30Cr",,,,,,,,,
3,25/06/21 18:47,25/06/21,"POS-VISA/VEER SHYAM SINGH
FILLIPANCHAKU/1176136478",,500.00,,"73,614.30Cr",,,,,,,,,
4,25/06/21 19:46,25/06/21,"POS-VISA/PARADISE
LIQUORS/117614908185",,750.00,,"72,864.30Cr",,,,,,,,,
5,26/06/21 01:26,26/06/21,UPI/MOB/117701489660/UberRide,,109.00,,"72,755.30Cr",,,,,,,,,
6,26/06/21 02:27,26/06/21,UPI/MOB/117702667235/UPI,,85.00,,"72,670.30Cr",,,,,,,,,
7,26/06/21 10:15,26/06/21,"POS-VISA/A AND K
ENTERPRISES/117704039868",,"2,290.00",,"70,380.30Cr",,,,,,,,,
8,26/06/21 11:14,26/06/21,UPI/MOB/117711734336/AirtelMoney,,150.00,,"70,230.30Cr",,,,,,,,,
9,26/06/21 11:20,26/06/21,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1177114591",,500.00,,"69,730.30Cr",,,,,,,,,
10,26/06/21 16:13,26/06/21,UPI/MOB/117716003671/UPI,,800.00,,"68,930.30Cr",,,,,,,,,
11,26/06/21 17:03,26/06/21,POS-VISA/MODERN DHABA/117711309391,,137.00,,"68,793.30Cr",,,,,,,,,
12,27/06/21 09:08,27/06/21,UPI/MOB/117809690880/UPI Transaction,,500.00,,"68,293.30Cr",,,,,,,,,
13,27/06/21 13:26,27/06/21,"UPI/MOB/117813867870/ZomatoOnlineOrd
er",,299.00,,"67,994.30Cr",,,,,,,,,
14,27/06/21 13:37,27/06/21,UPI/MOB/117813087958/UPI,,500.00,,"67,494.30Cr",,,,,,,,,
15,27/06/21 13:48,27/06/21,"UPI/MOB/117823552853/collect-pay-
request",,"10,000.00",,"57,494.30Cr",,,,,,,,,
16,27/06/21 13:58,27/06/21,"UPI/MOB/117823648147/collect-pay-
request",,"10,380.00",,"47,114.30Cr",,,,,,,,,
17,27/06/21 18:28,27/06/21,UPI/MOB/117818242057/UPI,,500.00,,"46,614.30Cr",,,,,,,,,
18,27/06/21 18:28,27/06/21,"UPI/MOB/117818250842/Earned for using
Google Pay",,,4.0,"46,618.30Cr",,,,,,,,,
19,27/06/21 18:29,27/06/21,"UPI/MOB/117818256383/Earned for using
Google Pay",,,4.0,"46,622.30Cr",,,,,,,,,
20,27/06/21 18:58,27/06/21,UPI/MOB/117818892438/UPI,,220.00,,"46,402.30Cr",,,,,,,,,
21,28/06/21 09:13,28/06/21,UPI/MOB/117911182601/Upi Transaction,,500.00,,"45,902.30Cr",,,,,,,,,
22,28/06/21 14:29,28/06/21,UPI/MOB/117914929437/UPI,,500.00,,"45,402.30Cr",,,,,,,,,
23,28/06/21 17:38,28/06/21,"REF/POS-VISA/CHANDEL
FILLING/151267/260621",,,3.75,"45,406.05Cr",,,,,,,,,
0,,,sLimitedOR,,,,,,,,,,,,,
1,,,"POS-VISA/LIQVORS WINE AND BEER
PANCHKUL/1016113385",,,,,,16/01/21,,,700.00,,16/01/21 17:21,,"53,463.59Cr"
2,,,UPI/MOB/101619549015/UberRide,,,,,,16/01/21,,,26.00,,16/01/21 19:54,,"53,437.59Cr"
3,,,"REF/POS-VISA/JAI HIND
FILLIN/982409/140121",,,,,,16/01/21,,,,3.75,16/01/21 20:13,,"53,441.34Cr"
4,,,UPI/MOB/101620285679/charge,,,,,,16/01/21,,,61.00,,16/01/21 20:22,,"53,380.34Cr"
5,,,"POS-VISA/THE BREW
ESTATE/101718732405",,,,,,16/01/21,,,"4,277.00",,16/01/21 00:07,,"49,103.34Cr"
6,,,UPI/MOB/101717320143/UPI,,,,,,17/01/21,,,"7,500.00",,17/01/21 17:08,,"41,603.34Cr"
7,,,UPI/MOB/101810094448/Upi Transaction,,,,,,18/01/21,,,"1,000.00",,18/01/21 10:21,,"40,603.34Cr"
8,,,UPI/MOB/101814982932/PSPCL,,,,,,18/01/21,,,"25,000.00",,18/01/21 14:30,,"15,603.34Cr"
9,,,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/101818010755",,,,,,18/01/21,,,500.00,,18/01/21 18:33,,"15,103.34Cr"
10,,,"UPI/MOB/101917624570/UPI Transaction
for 74969256",,,,,,19/01/21,,,"1,582.00",,19/01/21 17:42,,"13,521.34Cr"
11,,,"UPI/MOB/101922030567/ZomatoOnlineOr
der",,,,,,19/01/21,,,269.00,,19/01/21 22:39,,"13,252.34Cr"
12,,,UPI/MOB/102012612097/Upi Transaction,,,,,,20/01/21,,,"1,000.00",,20/01/21 12:20,,"12,252.34Cr"
13,,,"POS-VISA/AUTOPACE NETWORK PVT
LCHANDIGA/1021110390",,,,,,21/01/21,,,"3,756.00",,21/01/21 16:59,,"8,496.34Cr"
14,,,UPI/MOB/102213181525/Seatseller Booking,,,,,,22/01/21,,,"1,000.00",,22/01/21 13:12,,"7,496.34Cr"
15,,,"UPI/MOB/102213516845/Seatseller
Booking",,,,,,22/01/21,,,40.00,,22/01/21 13:25,,"7,456.34Cr"
16,,,"POS-VISA/KRISHAN KUMAR
GARG/102217593255",,,,,,22/01/21,,,700.00,,22/01/21 17:08,,"6,756.34Cr"
17,,,UPI/MOB/102310439630/UPI,,,,,,23/01/21,,,,"1,100.00",23/01/21 10:39,,"7,856.34Cr"
18,,,"IMPS-MOB/Fund
Trf/102314127769/34116625/15708780395
2/",,,,,,23/01/21,,,,"25,000.00",23/01/21 14:34,,"32,856.34Cr"
19,,,UPI/MOB/102317276454/UPI,,,,,,23/01/21,,,"2,157.00",,23/01/21 17:17,,"30,699.34Cr"
20,,,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/102317027740",,,,,,23/01/21,,,"9,000.00",,23/01/21 17:47,,"21,699.34Cr"
21,,,UPI/MOB/102403497973/UPI,,,,,,24/01/21,,,350.00,,24/01/21 03:48,,"21,349.34Cr"
22,,,"POS-VISA/SHOWRAM HOTELS
PRIVATEZIRAKHPU/1024060559",,,,,,24/01/21,,,386.00,,24/01/21 12:06,,"20,963.34Cr"
23,,,UPI/MOB/102512789319/Upi Transaction,,,,,,25/01/21,,,"1,000.00",,25/01/21 12:20,,"19,963.34Cr"
0,28/06/21 18:43,28/06/21,"REF/POS-VISA/VEER SHYAM
SING/749090/250621",,,3.75,"45,409.80Cr",,,,,,,,,
1,28/06/21 19:04,28/06/21,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/117919010562",,"2,000.00",,"43,409.80Cr",,,,,,,,,
2,28/06/21 19:10,28/06/21,"POS-VISA/KRISHAN KUMAR
GARG/117919075241",,450.00,,"42,959.80Cr",,,,,,,,,
3,28/06/21 19:47,28/06/21,"UPI/MOB/117937676489/UPI Payment-Trip
payment",,,"30,000.00","72,959.80Cr",,,,,,,,,
4,28/06/21 20:44,28/06/21,"REF/Credit Adjustment/117813867870/27-
06-2021",,,299.00,"73,258.80Cr",,,,,,,,,
5,29/06/21 09:04,29/06/21,UPI/MOB/118009809952/UPI,,"1,000.00",,"72,258.80Cr",,,,,,,,,
6,29/06/21 17:27,29/06/21,UPI/MOB/118017103639/AirtelMoney,,85.00,,"72,173.80Cr",,,,,,,,,
7,29/06/21 17:27,29/06/21,"POS-VISA/HPCL PETRO INDIA FILLIPAN-
PANC/1180110925",,500.00,,"71,673.80Cr",,,,,,,,,
8,29/06/21 18:47,29/06/21,UPI/MOB/118018973927/UPI,,50.00,,"71,623.80Cr",,,,,,,,,
9,30/06/21 12:08,30/06/21,"IMPS-MOB/Fund
Trf/118112479880/34116625/157087803952
/",,,"4,000.00","75,623.80Cr",,,,,,,,,
10,30/06/21 12:39,30/06/21,UPI/MOB/118112957544/UPI,,"4,200.00",,"71,423.80Cr",,,,,,,,,
11,30/06/21 12:49,30/06/21,UPI/MOB/118133179026/UPI,,,"1,250.00","72,673.80Cr",,,,,,,,,
12,30/06/21 13:08,30/06/21,"POS-VISA/RAMESH
SERVICE/118107896671",,500.00,,"72,173.80Cr",,,,,,,,,
13,30/06/21 13:43,30/06/21,UPI/MOB/118113576748/UPI,,90.00,,"72,083.80Cr",,,,,,,,,
14,30/06/21 03:49,30/06/21,QUARTERLY SAVINGS INTEREST CREDIT,,,"2,643.00","74,726.80Cr",,,,,,,,,
15,01/07/21 08:55,01/07/21,UPI/MOB/118263986351/Upi Transaction,,"1,000.00",,"73,726.80Cr",,,,,,,,,
16,01/07/21 11:36,01/07/21,UPI/MOB/118243995595/UPI,,,"4,500.00","78,226.80Cr",,,,,,,,,
17,01/07/21 12:06,01/07/21,UPI/MOB/118212455122/UPI,,"12,600.00",,"65,626.80Cr",,,,,,,,,
18,01/07/21 18:05,30/06/21,"Temporary
Credit/UPI/118112957544/30062021",,,"4,200.00","69,826.80Cr",,,,,,,,,
19,01/07/21 20:32,01/07/21,UPI/MOB/118220462735/UPI,,40.00,,"69,786.80Cr",,,,,,,,,
20,01/07/21 22:41,01/07/21,"REF/POS-VISA/HPCL 0.75%
CASH/665536/290621",,,3.75,"69,790.55Cr",,,,,,,,,
21,02/07/21 08:09,02/07/21,UPI/MOB/118308817489/UPI Transaction,,"1,000.00",,"68,790.55Cr",,,,,,,,,
22,02/07/21 16:08,02/07/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/118316018059",,"3,000.00",,"65,790.55Cr",,,,,,,,,
23,02/07/21 16:16,02/07/21,"POS-VISA/HPCL PETRO INDIA FILLIPAN-
PANC/1183109797",,"2,999.94",,"62,790.61Cr",,,,,,,,,
0,02/07/21 17:07,02/07/21,"REF/POS-VISA/RAMESH SERVICE
/794822/300621",,,3.75,"62,794.36Cr",,,,,,,,,
1,03/07/21 00:38,03/07/21,UPI/MOB/118400950716/AirtelMoney,,70.00,,"62,724.36Cr",,,,,,,,,
2,03/07/21 08:19,03/07/21,UPI/MOB/118408046576/UPI,,"20,000.00",,"42,724.36Cr",,,,,,,,,
3,03/07/21 20:09,03/07/21,UPI/MOB/118420578249/UPI,,"1,000.00",,"41,724.36Cr",,,,,,,,,
4,04/07/21 10:57,04/07/21,UPI/MOB/118510927063/UPI,,"5,400.00",,"36,324.36Cr",,,,,,,,,
5,04/07/21 13:02,04/07/21,UPI/MOB/118513079814/UPI,,,"1,000.00","37,324.36Cr",,,,,,,,,
6,04/07/21 21:29,04/07/21,UPI/MOB/118521014727/UPI,,,"1,000.00","38,324.36Cr",,,,,,,,,
7,05/07/21 09:26,05/07/21,UPI/MOB/118609211652/UPI Transaction,,"1,000.00",,"37,324.36Cr",,,,,,,,,
8,05/07/21 18:37,05/07/21,UPI/MOB/118618905253/UPI,,,"3,000.00","40,324.36Cr",,,,,,,,,
9,05/07/21 18:39,05/07/21,"REF/POS-VISA/HPCL 0.75%
CASH/230514/020721",,,22.50,"40,346.86Cr",,,,,,,,,
10,05/07/21 18:59,05/07/21,"POS-VISA/KRISHAN KUMAR
GARG/118618673854",,450.00,,"39,896.86Cr",,,,,,,,,
11,05/07/21 22:28,05/07/21,POS-VISA/GOOGLE *happn/118667945790,,599.00,,"39,297.86Cr",,,,,,,,,
12,06/07/21 09:18,06/07/21,UPI/MOB/118709293241/UPI Transaction,,"1,000.00",,"38,297.86Cr",,,,,,,,,
13,06/07/21 16:54,06/07/21,"UPI/MOB/118704898132/Leh Trip 14th July
2021",,,"5,000.00","43,297.86Cr",,,,,,,,,
14,07/07/21 12:24,07/07/21,UPI/MOB/118812285406/UPI,,"1,000.00",,"42,297.86Cr",,,,,,,,,
15,07/07/21 17:16,07/07/21,UPI/MOB/118816448715/UPI,,,"4,000.00","46,297.86Cr",,,,,,,,,
16,07/07/21 17:25,07/07/21,UPI/MOB/118817847340/AirtelMoney,,85.00,,"46,212.86Cr",,,,,,,,,
17,07/07/21 17:53,07/07/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1188126104",,992.50,,"45,220.36Cr",,,,,,,,,
18,07/07/21 19:57,07/07/21,"POS-VISA/ATO*RAJESH AND
CO/118819853589",,650.00,,"44,570.36Cr",,,,,,,,,
19,07/07/21 20:03,07/07/21,UPI/MOB/118820217461/UPI,,310.00,,"44,260.36Cr",,,,,,,,,
20,08/07/21 10:38,08/07/21,UPI/MOB/118910011492/UPI,,"1,000.00",,"43,260.36Cr",,,,,,,,,
21,08/07/21 12:14,08/07/21,UPI/MOB/118912582652/UPI,,"2,700.00",,"40,560.36Cr",,,,,,,,,
22,08/07/21 12:23,08/07/21,UPI/MOB/118924432197/UPI,,,"23,640.00","64,200.36Cr",,,,,,,,,
23,08/07/21 18:18,08/07/21,"UPI/MOB/118928624810/Payment Request
from MakeMyTr",,"1,626.00",,"62,574.36Cr",,,,,,,,,
24,08/07/21 18:38,08/07/21,UPI/MOB/118928916411/neha leh trip,,,"3,600.00","66,174.36Cr",,,,,,,,,
25,08/07/21 18:48,08/07/21,"POS-VISA/KRISHAN KUMAR
GARG/118918677946",,700.00,,"65,474.36Cr",,,,,,,,,
0,,,,,,,,,,,,,,,,
1,,,UPI/MOB/118919281324/UPI,,,,,,08/07/21,,,88.00,,08/07/21 19:52,,"65,386.36Cr"
2,,,UPI/MOB/119007816726/UPI,,,,,,09/07/21,,,"6,000.00",,09/07/21 07:28,,"59,386.36Cr"
3,,,"POS-VISA/A AND K
ENTERPRISES/119002007841",,,,,,09/07/21,,,"2,759.00",,09/07/21 07:57,,"56,627.36Cr"
4,,,UPI/MOB/119008891745/UPI Transaction,,,,,,09/07/21,,,"1,000.00",,09/07/21 08:44,,"55,627.36Cr"
5,,,UPI/MOB/119009799554/UPI,,,,,,09/07/21,,,249.00,,09/07/21 09:31,,"55,378.36Cr"
6,,,UPI/MOB/119034201394/UPI,,,,,,09/07/21,,,,"7,000.00",09/07/21 10:22,,"62,378.36Cr"
7,,,"Temporary
Credit/UPI/119007816726/08072021",,,,,,08/07/21,,,,"6,000.00",09/07/21 17:10,,"68,378.36Cr"
8,,,UPI/MOB/119018322242/UPI,,,,,,09/07/21,,,"1,000.00",,09/07/21 18:31,,"67,378.36Cr"
9,,,UPI/MOB/119111906940/UPI,,,,,,10/07/21,,,"1,000.00",,10/07/21 11:26,,"66,378.36Cr"
10,,,UPI/MOB/119114020705/UPI,,,,,,10/07/21,,,150.00,,10/07/21 14:20,,"66,228.36Cr"
11,,,UPI/MOB/119114593090/UPI,,,,,,10/07/21,,,,150.00,10/07/21 14:44,,"66,378.36Cr"
12,,,"POS-VISA/KRISHAN KUMAR
GARG/119117028971",,,,,,10/07/21,,,700.00,,10/07/21 17:09,,"65,678.36Cr"
13,,,UPI/MOB/119117377288/AirtelMoney,,,,,,10/07/21,,,85.00,,10/07/21 17:47,,"65,593.36Cr"
14,,,"POS-VISA/CHANDEL FILLING STATIOSOL-
SOLA/1191127072",,,,,,10/07/21,,,500.00,,10/07/21 17:51,,"65,093.36Cr"
15,,,UPI/MOB/119119688440/UPI,,,,,,10/07/21,,,140.00,,10/07/21 19:14,,"64,953.36Cr"
16,,,UPI/MOB/119120210899/UPI,,,,,,10/07/21,,,"4,000.00",,10/07/21 20:09,,"60,953.36Cr"
17,,,UPI/MOB/119208156650/UPI,,,,,,11/07/21,,,,"6,000.00",11/07/21 08:36,,"66,953.36Cr"
18,,,UPI/MOB/119211721170/UPI,,,,,,11/07/21,,,"1,000.00",,11/07/21 11:58,,"65,953.36Cr"
19,,,POS-VISA/GOOGLE *Tinder/119235445049,,,,,,11/07/21,,,890.00,,11/07/21 12:53,,"65,063.36Cr"
20,,,POS-VISA/GOOGLE *Tinder/119264475597,,,,,,11/07/21,,,409.92,,11/07/21 13:00,,"64,653.44Cr"
21,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1192089719",,,,,,11/07/21,,,"3,173.00",,11/07/21 13:51,,"61,480.44Cr"
22,,,UPI/MOB/119262915437/UPI,,,,,,11/07/21,,,,"13,000.00",11/07/21 18:57,,"74,480.44Cr"
23,,,UPI/MOB/119309454698/UPI Transaction,,,,,,12/07/21,,,"1,000.00",,12/07/21 09:03,,"73,480.44Cr"
24,,,UPI/MOB/119312650289/UPI,,,,,,12/07/21,,,300.00,,12/07/21 12:18,,"73,180.44Cr"
25,,,"IMPS-RIB/Fund Trf/119317926773/Aarif
Hussain Radhu/002901519209ICIC/",,,,,,12/07/21,,,"4,000.00",,12/07/21 17:58,,"69,180.44Cr"
0,12/07/21 18:59,12/07/21,"POS-VISA/TRUCK SUPPLIERS
CORPORPAN-PANC/1193134156",,992.50,,"68,187.94Cr",,,,,,,,,
1,12/07/21 19:35,12/07/21,UPI/MOB/119319619168/AirtelMoney,,80.00,,"68,107.94Cr",,,,,,,,,
2,12/07/21 19:36,12/07/21,UPI/MOB/119319640910/UPI,,150.00,,"67,957.94Cr",,,,,,,,,
3,12/07/21 22:17,12/07/21,"REF/POS-VISA/IOCL 0.75%
CASH/793613/100721",,,3.75,"67,961.69Cr",,,,,,,,,
4,12/07/21 23:00,12/07/21,UPI/MOB/119323539569/UPI,,497.00,,"67,464.69Cr",,,,,,,,,
5,12/07/21 23:04,12/07/21,UPI/MOB/119323590708/UPI,,120.00,,"67,344.69Cr",,,,,,,,,
6,13/07/21 08:18,13/07/21,UPI/MOB/119408868155/UPI,,50.00,,"67,294.69Cr",,,,,,,,,
7,13/07/21 08:33,13/07/21,UPI/MOB/119408481712/UPI,,,"5,000.00","72,294.69Cr",,,,,,,,,
8,13/07/21 10:16,13/07/21,UPI/MOB/119410264804/UPI,,"1,000.00",,"71,294.69Cr",,,,,,,,,
9,13/07/21 10:53,13/07/21,"IMPS-RIB/Fund Trf/119410985766/Mr
PHUNCHOK
TSERING/30486475490SBIN/",,"5,000.00",,"66,294.69Cr",,,,,,,,,
10,13/07/21 10:55,13/07/21,"IMPS-RIB/Fund Trf/119410986051/Aarif
Hussain Radhu/002901519209ICIC/",,"15,000.00",,"51,294.69Cr",,,,,,,,,
11,13/07/21 12:18,13/07/21,UPI/MOB/119412855358/UPI,,900.00,,"50,394.69Cr",,,,,,,,,
12,13/07/21 13:05,13/07/21,UPI/MOB/119413803161/UPI,,10.00,,"50,384.69Cr",,,,,,,,,
13,13/07/21 13:07,13/07/21,UPI/MOB/119413844019/UPI,,10.00,,"50,374.69Cr",,,,,,,,,
14,13/07/21 18:12,13/07/21,"POS-VISA/GOOGLE
*Tinder/119465954809",,850.00,,"49,524.69Cr",,,,,,,,,
15,13/07/21 19:12,13/07/21,UPI/MOB/119419857249/UPI,,150.00,,"49,374.69Cr",,,,,,,,,
16,13/07/21 19:14,13/07/21,"POS-VISA/KRISHAN KUMAR
GARG/119419247246",,820.00,,"48,554.69Cr",,,,,,,,,
17,13/07/21 19:49,13/07/21,UPI/MOB/119485106585/UPI,,,"6,500.00","55,054.69Cr",,,,,,,,,
18,14/07/21 10:35,14/07/21,UPI/MOB/119510194583/UPI Transaction,,"1,000.00",,"54,054.69Cr",,,,,,,,,
19,14/07/21 18:01,14/07/21,"Charge:Cash Wdl at Other
ATM/Inv0606211277584611/28-JUN-2021/",,20.00,,"54,034.69Cr",,,,,,,,,
20,14/07/21 18:01,14/07/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0606211277584611/28-JUN-2021/",,1.80,,"54,032.89Cr",,,,,,,,,
21,14/07/21 18:01,14/07/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0606211277584611/28-JUN-2021/",,1.80,,"54,031.09Cr",,,,,,,,,
22,14/07/21 18:11,14/07/21,"IMPS-RIB/Fund Trf/119518198956/Mr
PHUNCHOK
TSERING/30486475490SBIN/",,"14,000.00",,"40,031.09Cr",,,,,,,,,
23,14/07/21 19:11,14/07/21,UPI/MOB/119519353165/UPI,,120.00,,"39,911.09Cr",,,,,,,,,
24,14/07/21 21:13,14/07/21,UPI/MOB/119521899499/Zomato payment,,223.00,,"39,688.09Cr",,,,,,,,,
0,15/07/21 09:24,15/07/21,UPI/MOB/119699955793/Upi Transaction,,"1,000.00",,"38,688.09Cr",,,,,,,,,
1,15/07/21 12:29,15/07/21,UPI/MOB/119612431504/UPI,,10.00,,"38,678.09Cr",,,,,,,,,
2,15/07/21 12:41,15/07/21,"IMPS-RIB/Fund Trf/119612273320/Stanzin
Tsultim/50100290061689HDFC/",,"5,000.00",,"33,678.09Cr",,,,,,,,,
3,15/07/21 19:06,15/07/21,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/119619029094",,"2,000.00",,"31,678.09Cr",,,,,,,,,
4,15/07/21 21:36,15/07/21,UPI/MOB/119621351151/UPI,,"2,000.00",,"29,678.09Cr",,,,,,,,,
5,15/07/21 21:37,15/07/21,"IMPS-MOB/Fund
Trf/119621277747/34116625/157087803952
/",,,"24,000.00","53,678.09Cr",,,,,,,,,
6,16/07/21 11:18,16/07/21,UPI/MOB/119711075326/UPI,,"1,000.00",,"52,678.09Cr",,,,,,,,,
7,16/07/21 12:20,16/07/21,"IMPS-RIB/Fund Trf/119712400359/Stanzin
Tsultim/50100290061689HDFC/",,"3,200.00",,"49,478.09Cr",,,,,,,,,
8,16/07/21 12:29,16/07/21,UPI/MOB/119712889004/UPI,,"5,000.00",,"44,478.09Cr",,,,,,,,,
9,16/07/21 16:12,16/07/21,"REF/POS-VISA/GOOGLE *Tinder
/016241/140721",,,890.00,"45,368.09Cr",,,,,,,,,
10,16/07/21 16:50,16/07/21,"UPI/MOB/119749563294/collect-pay-
request",,"20,000.00",,"25,368.09Cr",,,,,,,,,
11,16/07/21 16:52,16/07/21,"UPI/MOB/119749585948/collect-pay-
request",,"19,610.00",,"5,758.09Cr",,,,,,,,,
12,16/07/21 17:00,16/07/21,"IMPS-MOB/Fund
Trf/119717489633/34116625/15708780395
2/",,,"77,347.00","83,105.09Cr",,,,,,,,,
13,16/07/21 17:03,16/07/21,"UPI/MOB/119749706353/collect-pay-
request",,"20,000.00",,"63,105.09Cr",,,,,,,,,
14,16/07/21 17:05,16/07/21,"UPI/MOB/119749735454/collect-pay-
request",,"16,994.00",,"46,111.09Cr",,,,,,,,,
15,16/07/21 18:22,16/07/21,UPI/MOB/119718191979/AirtelMoney,,85.00,,"46,026.09Cr",,,,,,,,,
16,16/07/21 18:24,16/07/21,UPI/MOB/119718242678/UPI,,820.00,,"45,206.09Cr",,,,,,,,,
17,16/07/21 18:28,16/07/21,"POS-VISA/KRISHAN KUMAR
GARG/119718283031",,700.00,,"44,506.09Cr",,,,,,,,,
18,16/07/21 18:59,16/07/21,"POS-VISA/TRUCK SUPPLIERS CORPORPIN
-PINJ/1197136351",,992.50,,"43,513.59Cr",,,,,,,,,
19,16/07/21 19:24,16/07/21,UPI/MOB/119719923324/UPI,,150.00,,"43,363.59Cr",,,,,,,,,
20,16/07/21 20:09,16/07/21,UPI/MOB/119720236151/UPI,,210.00,,"43,153.59Cr",,,,,,,,,
21,17/07/21 11:48,17/07/21,UPI/MOB/119811506529/UPI,,930.00,,"42,223.59Cr",,,,,,,,,
22,17/07/21 11:50,17/07/21,UPI/MOB/119811560878/UPI,,"1,000.00",,"41,223.59Cr",,,,,,,,,
0,17/07/21 17:38,17/07/21,"UPI/MOB/119817268388/LadakhAug14thpa
ckage",,,"4,500.00","45,723.59Cr",,,,,,,,,
1,17/07/21 19:13,17/07/21,"POS-VISA/KRISHAN KUMAR
GARG/119819116097",,700.00,,"45,023.59Cr",,,,,,,,,
2,18/07/21 11:16,18/07/21,UPI/MOB/119911714014/UPI,,"1,000.00",,"44,023.59Cr",,,,,,,,,
3,18/07/21 13:35,18/07/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/119913017160",,"1,000.00",,"43,023.59Cr",,,,,,,,,
4,19/07/21 09:10,19/07/21,UPI/MOB/120043502676/Upi Transaction,,"1,000.00",,"42,023.59Cr",,,,,,,,,
5,19/07/21 12:05,19/07/21,"IMPS-RIB/Fund Trf/120012720218/Mr
PHUNCHOK
TSERING/30486475490SBIN/",,"11,000.00",,"31,023.59Cr",,,,,,,,,
6,19/07/21 12:42,19/07/21,"IMPS-MOB/Fund
Trf/120012581812/PaytmOE/19742050000
003/",,,1.00,"31,024.59Cr",,,,,,,,,
7,19/07/21 18:23,19/07/21,UPI/MOB/120018552607/AirtelMoney,,85.00,,"30,939.59Cr",,,,,,,,,
8,19/07/21 18:33,19/07/21,"POS-VISA/KRISHAN KUMAR
GARG/120018533708",,700.00,,"30,239.59Cr",,,,,,,,,
9,19/07/21 19:18,19/07/21,"POS-VISA/CHANDEL FILLING STATIOSOL-
SOLA/1200136540",,500.00,,"29,739.59Cr",,,,,,,,,
10,19/07/21 19:58,19/07/21,UPI/MOB/120019230746/leh ladakh,,,"4,500.00","34,239.59Cr",,,,,,,,,
11,19/07/21 22:37,19/07/21,UPI/MOB/120022854122/UPI,,712.00,,"33,527.59Cr",,,,,,,,,
12,19/07/21 22:41,19/07/21,UPI/MOB/120022899090/UPI,,180.00,,"33,347.59Cr",,,,,,,,,
13,19/07/21 22:53,19/07/21,UPI/MOB/120022051904/UPI,,40.00,,"33,307.59Cr",,,,,,,,,
